id_localisation,tag,note
1120610,arrivo_venezia,
1120639,arrivo_venezia,
1120688,arrivo_venezia,
1120675,arrivo_venezia,
1120913,arrivo_venezia,
1120971,arrivo_venezia,
1121059,arrivo_venezia,
1121340,arrivo_venezia,
1121345,arrivo_venezia,
1121375,arrivo_venezia,
1121398,arrivo_venezia,
1121580,arrivo_venezia,
1121781,arrivo_venezia,
1121943,arrivo_venezia,
1121972,arrivo_venezia,
1122066,arrivo_venezia,
1122184,arrivo_venezia,
1122217,arrivo_venezia,
1122321,arrivo_venezia,
1122513,arrivo_venezia,
1122545,abitazione_venezia,verifica datazione (ast-->b)
1122641,arrivo_venezia,
1122799,arrivo_venezia,
1122969,arrivo_venezia,
1122998,arrivo_venezia,
1123026,arrivo_venezia,
1123094,arrivo_venezia,Verifica occours after
1123139,arrivo_venezia,
1123170,arrivo_venezia,
1123341,arrivo_venezia,
1123461,arrivo_venezia,
1123507,arrivo_venezia,
1123540,arrivo_venezia,
1123640,arrivo_venezia,
1123839,arrivo_venezia,
1123876,arrivo_venezia,
1123903,arrivo_venezia,
1124030,arrivo_venezia,
1124108,arrivo_venezia,
1125391,arrivo_venezia,
1125439,arrivo_venezia,
1125466,arrivo_venezia,
1125652,arrivo_venezia,
1125887,arrivo_venezia,
1126097,arrivo_venezia,
1126130,arrivo_venezia,
1126168,arrivo_venezia,
1126332,arrivo_venezia,
1126524,arrivo_venezia,
1126562,arrivo_venezia,
1126586,arrivo_venezia,
1126619,arrivo_venezia,
1126662,arrivo_venezia,
1126851,arrivo_venezia,
1126958,arrivo_venezia,
1127044,arrivo_venezia,
1127087,arrivo_venezia,
1127118,arrivo_venezia,
1127319,arrivo_venezia,
1127386,arrivo_venezia,
1886841,arrivo_venezia,
1127475,arrivo_venezia,
1127539,arrivo_venezia,
1127629,arrivo_venezia,
1127669,arrivo_venezia,
1127738,arrivo_venezia,
1127918,arrivo_venezia,Verifica occours after
1127958,arrivo_venezia,
1127989,arrivo_venezia,
1128071,arrivo_venezia,
1128116,arrivo_venezia,
1128368,arrivo_venezia,Verifica occours after
1298688,arrivo_venezia,
1128510,arrivo_venezia,
1128648,arrivo_venezia,
1128804,arrivo_venezia,
1128981,arrivo_venezia,
1129130,arrivo_venezia,
1129164,arrivo_venezia,
1129197,arrivo_venezia,
1129294,arrivo_venezia,Verifica occours after
1129329,arrivo_venezia,
1129456,arrivo_venezia,
1129526,arrivo_venezia,
1129658,arrivo_venezia,
1129826,arrivo_venezia,
1129858,arrivo_venezia,
1130244,arrivo_venezia,
1130281,arrivo_venezia,
1130312,arrivo_venezia,
1130349,arrivo_venezia,
1130463,arrivo_venezia,
1130504,arrivo_venezia,
1130642,arrivo_venezia,
1130681,arrivo_venezia,
1130718,arrivo_venezia,
1130848,arrivo_venezia,
1130892,arrivo_venezia,
1131055,arrivo_venezia,
1131099,arrivo_venezia,
1131245,arrivo_venezia,
1333764,arrivo_venezia,
1131323,arrivo_venezia,
1131544,soggiorno_venezia,
1131627,arrivo_venezia,
1131695,arrivo_venezia,
1131722,arrivo_venezia,
1131750,arrivo_venezia,
1131842,arrivo_venezia,
1131924,arrivo_venezia,
1132038,arrivo_venezia,
1132068,arrivo_venezia,
1132106,arrivo_venezia,
1132122,arrivo_venezia,
1132215,arrivo_venezia,
1132303,arrivo_venezia,
1132430,arrivo_venezia,
1132435,arrivo_venezia,
1132466,arrivo_venezia,
1298299,arrivo_venezia,
1132753,arrivo_venezia,
1132759,arrivo_venezia,
1132822,arrivo_venezia,
1133182,arrivo_venezia,
1133206,arrivo_venezia,
1133275,arrivo_venezia,
1133984,arrivo_venezia,
1134007,arrivo_venezia,
1134036,arrivo_venezia,
1134092,arrivo_venezia,
1134146,arrivo_venezia,
1134428,arrivo_venezia,
1134454,arrivo_venezia,
1902546,arrivo_venezia,
1134607,arrivo_venezia,
1134724,arrivo_venezia,
1134758,arrivo_venezia,
1135024,arrivo_venezia,
1135056,arrivo_venezia,
1135077,arrivo_venezia,
1135096,arrivo_venezia,
1135280,arrivo_venezia,
1135383,arrivo_venezia,
1135423,arrivo_venezia,
1135514,arrivo_venezia,
1135589,arrivo_venezia,
1135631,arrivo_venezia,
1135654,arrivo_venezia,
1135724,arrivo_venezia,
1135903,arrivo_venezia,
1135938,arrivo_venezia,
1557843,arrivo_venezia,
1136111,arrivo_venezia,
1136156,arrivo_venezia,
1136273,arrivo_venezia,
1136311,arrivo_venezia,
1136520,arrivo_venezia,
1136729,arrivo_venezia,
1136807,arrivo_venezia,
1136961,arrivo_venezia,
1137002,arrivo_venezia,
1137045,arrivo_venezia,
1137150,arrivo_venezia,
1137197,arrivo_venezia,
1137226,arrivo_venezia,
1137386,arrivo_venezia,
1137458,arrivo_venezia,
1137593,arrivo_venezia,
1889126,arrivo_venezia,
1138034,arrivo_venezia,
1138072,arrivo_venezia,
1138086,arrivo_venezia,
1138438,arrivo_venezia,
1138461,arrivo_venezia,
1138600,arrivo_venezia,
1138660,arrivo_venezia,
1138702,arrivo_venezia,
1138842,arrivo_venezia,
1138836,arrivo_venezia,
1138899,arrivo_venezia,
1138944,arrivo_venezia,
1139080,arrivo_venezia,
1139307,arrivo_venezia,
1139334,arrivo_venezia,
1139352,arrivo_venezia,
1139419,arrivo_venezia,
1139492,arrivo_venezia,
1139549,arrivo_venezia,
1140832,arrivo_venezia,
1140875,arrivo_venezia,
1140919,arrivo_venezia,
1141019,arrivo_venezia,
1141156,arrivo_venezia,
1141357,arrivo_venezia,
1141670,arrivo_venezia,
1141733,arrivo_venezia,
1141827,arrivo_venezia,
1141845,arrivo_venezia,
1141860,arrivo_venezia,
1141920,arrivo_venezia,
1142222,arrivo_venezia,
1142262,arrivo_venezia,
1142308,arrivo_venezia,
1142522,arrivo_venezia,
1142634,arrivo_venezia,
1142663,arrivo_venezia,
1142705,arrivo_venezia,
1142810,arrivo_venezia,
1142901,arrivo_venezia,
1143011,arrivo_venezia,
1143105,arrivo_venezia,
1295960,arrivo_venezia,
1143356,arrivo_venezia,
1143397,arrivo_venezia,
1143476,arrivo_venezia,
1143521,arrivo_venezia,
1143650,arrivo_venezia,
1143829,arrivo_venezia,
1143880,arrivo_venezia,
1143997,arrivo_venezia,
1144021,arrivo_venezia,
1144227,arrivo_venezia,
1144389,arrivo_venezia,
1144450,arrivo_venezia,
1144495,arrivo_venezia,
1144532,arrivo_venezia,
1144879,arrivo_venezia,
1144901,arrivo_venezia,
1145073,arrivo_venezia,
1145110,arrivo_venezia,
1145181,arrivo_venezia,
1145317,arrivo_venezia,
1145351,arrivo_venezia,
1145374,arrivo_venezia,
1145498,arrivo_venezia,
1145536,arrivo_venezia,
1145741,arrivo_venezia,
1145785,arrivo_venezia,
1146116,arrivo_venezia,
1146261,arrivo_venezia,
1146312,arrivo_venezia,
1146326,arrivo_venezia,
1146444,arrivo_venezia,
1146533,arrivo_venezia,
1146608,arrivo_venezia,
1146633,arrivo_venezia,
1146670,arrivo_venezia,
1146942,arrivo_venezia,
1147136,arrivo_venezia,
1147297,arrivo_venezia,
1147309,arrivo_venezia,
1147362,arrivo_venezia,
1147385,arrivo_venezia,
1147480,arrivo_venezia,
1147547,arrivo_venezia,
1147714,abitazione_venezia,
1147719,arrivo_venezia,
1147738,abitazione_venezia,verifica datazione (ast-->b)
1147938,arrivo_venezia,
1147973,arrivo_venezia,
1148126,arrivo_venezia,
