id_localisation|pk_person|person|geographical_place|GP_type|lat|lon|localisation_type|begin|at_some_time|end|occours_before|occours_after|tag|original_begin|original_at_some_time|original_end|sequence
1732690|1732154|Simone di Antonio di Simone (da Folgaria, samiter)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1603.0|1603.0|1603.0|||abitazione_venezia||1603.0||0
1627775|1627744|Lazzaro di Alessio Grimani (da Zara, capitan)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1601.0|1601.0|1601.0|||abitazione_venezia||1601.0||0
1343078|1342954|Geremia Giovanni Doimovich (da Lesina, mariner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1602.0|1602.0|1602.0|||abitazione_venezia||1602.0||1
1779988|1779858|Thomas di Alessandro Seget (da Edimburgo)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1600.0|1600.0|1600.0|||abitazione_venezia||1600.0||0
1067590|1067302|Caterina di Bartolomeo Ceschini (da Riva del Garda)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1598.0|1598.0|1598.0|||abitazione_venezia||1598.0||0
1147714|1147627|Domenico Agostino di Giacomo Antonio Plontida (da Melpignano)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1598.0|1598.0|1598.0|||abitazione_venezia||1598.0||2
942380|942203|Gregorio di Luca Muschi(da Gemona del Friuli)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1597.0|1597.0|1597.0|||abitazione_venezia||1597.0||0
1895945|1895832|Girolama di Domenico calegher (da Mestre), vedova di Matteo di Andrea Mistri|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1595.0|1595.0|1595.0|||abitazione_venezia||1595.0||0
2082368|2082354|Vincenza di Stefano Monari (da Venezia)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1650.0|1650.0|1650.0|||abitazione_venezia||1650.0||0
3141736|3141711|Innocenzo di Leonardo Petrelli (da Flaibano)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1620.0|1620.0|1620.0|||abitazione_venezia||1620.0||0
1912351|1912337|Berto di Antonio Ventura (genovese, mariner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1601.0|1601.0|1601.0|||abitazione_venezia||1601.0||0
2105642|2105628|Cherubino Castioni (milanese, frate)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1620.0|1620.0|1620.0|||abitazione_venezia||1620.0||0
1076769|1076743|Matteo Dedesceo (da Zara, canonico)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1594.0|1594.0|1594.0|||abitazione_venezia||1594.0||0
1099133|1099114|Michele di Nicola (da Sciro)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1594.0||1594.0|||abitazione_venezia|1594.0|||1
1763160|1763092|Giorgio di Giovanni Girardini (dalla Val Trompia, savoner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1603.0|1603.0|1603.0|||abitazione_venezia||1603.0||0
1888409|1888378|Marco Antonio Gonzaga (mantovano, medico)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1589.0||1595.0|||abitazione_venezia|1589.0|||1
1894616|1894594|Giovanni Marco di Vincenzo Lilli (da Ancona, mercante)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1595.0|1595.0|1595.0|||abitazione_venezia||1595.0||0
2117429|2117409|Domenico di Bernardo Legrini (da Bergamo, vender chiodi)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1639.0|1639.0|1639.0|||abitazione_venezia||1639.0||1
1894428|1894393|Francesco Ricciardi (da Pistoia, cavalier)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1595.0|1595.0|1595.0|||abitazione_venezia||1595.0||0
1894283|1894258|Valerio di Ercole Ercoli (da Roccabianca)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1595.0|1595.0|1595.0|||abitazione_venezia||1595.0||0
928518|779708|Pollato di Bachisio Armeno (da Angora, mercante di zambelotti)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione e luogo di lavoro   |1592.0|1592.0|1592.0|||abitazione_venezia||1592.0||0
928524|779721|Simone di Caciuch (da Angora, mercante di zambelotti)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione e luogo di lavoro   |1592.0|1592.0|1592.0|||abitazione_venezia||1592.0||0
1513833|1513321|Antonio di Domenico Gili (da Bergamo, vender vin)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1599.0||1602.0|||abitazione_venezia|1599.0|||1
1744720|1744706|Antonio di Giovanni (mariner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1601.0|1601.0|1601.0|||abitazione_venezia||1601.0||0
1147738|1147658|Antonio Mugario (da Francavilla Fontana)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1598.0|1598.0|1598.0|||abitazione_venezia||1598.0||0
1790075|1790053|Gasparo di Luca Burca (dal Cadore)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1601.0|1601.0|1601.0|||abitazione_venezia||1601.0||0
1302048|1302027|Silvio di Giorgio Proseleno (da Corfù, barbier)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1596.0|1596.0|1596.0|||abitazione_venezia||1596.0||0
1810547|1074008|Natalina di Nicola Colla (da Montona)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1599.0||1594.0|||abitazione_venezia|1599.0|||1
1624161|1624106|Bartolomeo di Giulio Mazzoli (da Bovolenta, mariner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1600.0|1600.0|1600.0|||abitazione_venezia||1600.0||0
1898549|1898515|Geronimo di Simone (da Lorena, curamer)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1595.0|1595.0|1595.0|||abitazione_venezia||1595.0||0
1898456|1898424|Nicolò di Simone curamer (da Lorena, forner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1595.0|1595.0|1595.0|||abitazione_venezia||1595.0||0
1489548|1489491|Battista di Lorenzo Rosa (ferrarese, mariner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1604.0|1604.0|1604.0|||abitazione_venezia||1604.0||1
1122545|1122525|Francesco di Simone Loppez (da Lisbona)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1594.0|1594.0|1594.0|||abitazione_venezia||1594.0||0
1086836|1086816|Pietro di Simone De Zuanne (cadorino, barcariol)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1592.0|1592.0|1592.0|||abitazione_venezia||1592.0||0
1543391|1536089|Giovanni Antonio di Giovanni Vallorsa (da Grosio, fachin)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1588.0||1627.0|||abitazione_venezia|1588.0|||0
1877340|1876734|Bartolomeo di Vincenzo Cristani (da Gorizia, passamaner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1595.0|1595.0|1595.0|||abitazione_venezia||1595.0||0
1889505|1889481|Giovanna di Domenico Cesana (dalla contea di Cesana)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1580.0||1580.0|||arrivo_venezia|1580.0|||0
1888269|1888230|Giuseppe di Bartolomeo Dalla Giara (vicentino, calegher)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1577.0||1577.0|||arrivo_venezia|1577.0|||0
1889408|1889383|Domenico di Odorico, detto Mongatto (grigione, fachin)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1580.0||1580.0|||arrivo_venezia|1580.0|||0
1890404|1890385|Domenico di Nicolò (da Flambro, marangon)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1580.0||1580.0|||arrivo_venezia|1580.0|||0
1888325|1888250|Domenico Bersanini (da Rivoltella del Garda)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1582.0||1582.0|||arrivo_venezia|1582.0|||0
1890371|1890356|Giuseppe di Biagio Mazo (da Flambro)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1580.0||1580.0|||arrivo_venezia|1580.0|||0
1889217|1889192|Francesco di Bartolomeo Stoppini (piacentino, calegher)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1583.0||1583.0|||arrivo_venezia|1583.0|||0
1888403|1888378|Marco Antonio Gonzaga (mantovano, medico)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1582.0||1582.0|||arrivo_venezia|1582.0|||0
1889167|1889141|Giovanni di Bernardino Zannotti (piacentino, samiter)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1579.0||1579.0|||arrivo_venezia|1579.0|||0
1890034|1890010|Andrea di Bartolomeo Hano (da Bergamo, peater)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1583.0||1583.0|||arrivo_venezia|1583.0|||0
1888734|1808217|Gioacchino di Giovanni Brugnoli (dalla Riviera di Salò, librer)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1560.0||1560.0|||arrivo_venezia|1560.0|||0
1889998|1889979|Antonio di Bartolomeo Hano (da Bergamo, fachin)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1588.0||1588.0|||arrivo_venezia|1588.0|||0
1889958|1889933|Giovanni di Bartolomeo Hano (da Bergamo, fante all’Officio delle Biade)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1580.0||1580.0|||arrivo_venezia|1580.0|||0
1889371|1889347|Rodolfo di Pietro Guerra (grigione, latter)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1567.0||1567.0|||arrivo_venezia|1567.0|||0
1888210|1888186|Maffeo di Battista Maffei (da Montalbotto)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1592.0||1592.0|||arrivo_venezia|1592.0|||0
1888783|1887220|Daniele di Leonardo Bonico (fachin)|Venezia IT (209678)|Città|45.43713|12.33265||1590.0||1590.0|||arrivo_venezia|1590.0|||0
1889554|1889529|Sebastiano di Candido Dolce (da Terzo, tesser da tele)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1561.0||1561.0|||arrivo_venezia|1561.0|||0
1888950|1888925|Giovanni Maria di Antonio Torresani (da Clauzetto, petener)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1585.0||1585.0|||arrivo_venezia|1585.0|||0
1889126|1137632|Vespasiano di Serafino Bagnoli (dall'Aquila, mercante)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1570.0||1570.0|||arrivo_venezia|1570.0|||0
1888551|1888503|Michele di Marco Bottaro (da Pavia, veluder)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1592.0||1592.0|||arrivo_venezia|1592.0|||0
1889678|1889659|Cipriano di Giacomo (da Selva di Cadore, forner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1576.0||1576.0|||arrivo_venezia|1576.0|||0
1887141|1886155|Graziolo di Giovanni Grigis (da Miragolo, fachin)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1570.0||1570.0|||arrivo_venezia|1570.0|||0
1887818|1887784|Pasqualino di Guido Valmori (da San Benedetto, causidico)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1585.0||1585.0|||arrivo_venezia|1585.0|||0
1885369|1885135|Giovanni Pietro di Francesco Scarmolini (da Marano Vicentino, fante)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1588.0||1588.0|||arrivo_venezia|1588.0|||0
1885250|1885223|Giacomo di Giovanni Fiubioli (dalla Valle di Ledro, fante)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1587.0||1587.0|||arrivo_venezia|1587.0|||0
1885182|1885157|Giovanni di Bartolomeo Della Martina (dalla Valle di Ledro, fachin)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1584.0||1584.0|||arrivo_venezia|1584.0|||0
1884992|1884967|Giuseppe di Giovanni Del Berettin (aquileiese, passamaner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1581.0||1581.0|||arrivo_venezia|1581.0|||0
1884879|1884855|Florino di Biagio Guzzoni (vicentino, laner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1576.0||1576.0|||arrivo_venezia|1576.0|||0
1884701|1884676|Francesco di Biagio Guzzoni (vicentino, laner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1565.0||1565.0|||arrivo_venezia|1565.0|||0
1884573|1884227|Francesco di Averando Tati (da Firenze, mercante)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1589.0||1589.0|||arrivo_venezia|1589.0|||0
1884500|1884208|Filippo di Giacomo Manoti (da Firenze, mercante)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1588.0||1588.0|||arrivo_venezia|1588.0|||0
1884384|1884364|Antonio di Leonardo (da Trani, mariner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1585.0||1585.0|||arrivo_venezia|1585.0|||0
1884016|1883721|Michele di Michele Batot (francese, console)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1584.0||1584.0|||arrivo_venezia|1584.0|||0
1883990|1883741|Gabriella (francese)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1588.0||1588.0|||arrivo_venezia|1588.0|||0
1883944|1883823|Ottobon di Giorgio Valentini (da Marsiglia, mercante)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1592.0||1592.0|||arrivo_venezia|1592.0|||0
1883444|1883425|Andrea di Antonio (da Cologna Veneta, tesser da panni)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1584.0||1584.0|||arrivo_venezia|1584.0|||0
1883371|1883340|Luca di Marco Antonio De Martiis (da Gorizia, sartor)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1569.0||1569.0|||arrivo_venezia|1569.0|||0
1883328|1883303|Daniele di Giovanni Margariti (da San Daniele del Friuli, librer)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1565.0||1565.0|||arrivo_venezia|1565.0|||0
1885516|1885482|Marco di Filippo Grigis (bergamasco, incisore)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1576.0||1576.0|||arrivo_venezia|1576.0|||0
1885737|1885711|Domenica (udinese, alumna)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1570.0||1570.0|||arrivo_venezia|1570.0|||0
1885820|1885768|Giovanni Maria di Battista Fontana (della Riviera di Salò, barcariol)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1570.0||1570.0|||arrivo_venezia|1570.0|||0
1885962|1885937|Pietro di Pietro Cortesi (da Bergamo, boter)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1585.0||1585.0|||arrivo_venezia|1585.0|||0
1887657|1887621|Battista di Giacomo Stradioti (udinese, tesser da panni)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1567.0||1567.0|||arrivo_venezia|1567.0|||0
1887597|1887566|Giovanni di Daniele Sacchetti (udinese, tesser da panni)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1571.0||1571.0|||arrivo_venezia|1571.0|||0
1887550|1887513|Girolamo di Antonio Sveti (udinese)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1575.0||1575.0|||arrivo_venezia|1575.0|||0
1890442|1890417|Giovanni di Sebastiano Maccori (da Flambro, marangon)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1579.0||1579.0|||arrivo_venezia|1579.0|||0
1887013|1886802|Michele di Giovanni Giacomo Fontani (da Marmentino)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1580.0||1580.0|||arrivo_venezia|1580.0|||0
1886841|1127411|Pietro di Giovanni Selli (da Lodrino, fachin)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1576.0||1576.0|||arrivo_venezia|1576.0|||0
1886765|1886248|Bartolomeo di Giovanni (da Brescia, fachin)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1587.0||1587.0|||arrivo_venezia|1587.0|||0
1888146|1888117|Scipione di Marino (da Montalbotto, calegher)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1582.0||1582.0|||arrivo_venezia|1582.0|||0
1886702|1886671|Giovanni di Antonio Allegretto (da Antivari)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1581.0||1581.0|||arrivo_venezia|1581.0|||0
1886553|1886266|Orsola di Cristoforo (da Cison di Valmarino)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1575.0||1575.0|||arrivo_venezia|1575.0|||0
1886539|1886217|Angela di Domenico Bresciano (da Montereale Valcellina)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1587.0||1587.0|||arrivo_venezia|1587.0|||0
1886497|1886470|Leonardo di Giuseppe Zambianchi (da Majano, marangon)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1587.0||1587.0|||arrivo_venezia|1587.0|||0
1886392|1886350|Pietro di Giovanni Battista Monfre (da Majano, marangon)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1586.0||1586.0|||arrivo_venezia|1586.0|||1
1886143|1886114|Francesco di Prosdocimo Vitali (da Bracca, casariol)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1575.0||1575.0|||arrivo_venezia|1575.0|||0
1886096|1886072|Giovanni Battista di Giacomo Girardi (da Cornalta, fachin)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1586.0||1586.0|||arrivo_venezia|1586.0|||0
1886002|1885977|Francesco di Nicolò Auseren (boter)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1580.0||1580.0|||arrivo_venezia|1580.0|||0
1886644|1886634|Matteo (da S. Polo di Piave, servitor)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1580.0||1580.0|||arrivo_venezia|1580.0|||0
1890473|1890454|Elisabetta di Francesco Antonioli (veronese)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1577.0||1577.0|||arrivo_venezia|1577.0|||0
1891224|1891193|Bartolomeo di Gaspare Ribi (cadorino, segador)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1580.0||1580.0|||arrivo_venezia|1580.0|||0
1890634|1890609|Giacomo di Giovanni Della Rocca (da Frassenè, scaleter)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1586.0||1586.0|||arrivo_venezia|1586.0|||0
1896875|1896736|Battista di Bartolomeo (da Polcenigo, acquaiol)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1584.0||1584.0|||arrivo_venezia|1584.0|||0
1896359|1896334|Matteo di Domenico Gagliardi (da Mantova, strazzariol)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1586.0||1586.0|||arrivo_venezia|1586.0|||0
1896278|1896253|Battista di Paolo Rivetti (da Rovato, savoner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1584.0||1584.0|||arrivo_venezia|1584.0|||0
1896222|1896198|Geronimo di Martino Martinazzi (da Rovato, savoner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1587.0||1587.0|||arrivo_venezia|1587.0|||0
1896103|1896071|Giacomo di Bernardo Bianchini (da San Leonardo, fachin)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1583.0||1583.0|||arrivo_venezia|1583.0|||0
1896046|1896021|Giovanni di Francesco Leonardi (da Aviano, ortolan)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1579.0||1579.0|||arrivo_venezia|1579.0|||0
1897011|1562785|Antonio di Bartolomeo Bombelli (bergamasco, minuzzador)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1576.0||1576.0|||arrivo_venezia|1576.0|||0
1895994|1895970|Daniele di Giacomo Zanetti (da San Leonardo, fachin)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1581.0||1581.0|||arrivo_venezia|1581.0|||0
1895696|1895641|Marco di Gaspare Manart (fiammingo)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1588.0||1588.0|||arrivo_venezia|1588.0|||0
1895579|1895385|Nicolò di Stefano (da Lesina, mariner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1580.0||1580.0|||arrivo_venezia|1580.0|||0
1895526|1895414|Marietta di Marco Paganopoli (da Corfù)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1592.0||1592.0|||arrivo_venezia|1592.0|||0
1895278|1895050|Santo di Bartolomeo Pasquali (veronese, strazzariol)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1586.0||1586.0|||arrivo_venezia|1586.0|||0
1895146|1895099|Angelo di Giacomo Monari (da Castelfranco, fante e barcariol)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1581.0||1581.0|||arrivo_venezia|1581.0|||0
1895007|1894951|Santa Urigo (massera)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1580.0||1580.0|||arrivo_venezia|1580.0|||0
1895756|1895669|Giacomo Michieli (fiammingo, peltrer)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1588.0||1588.0|||arrivo_venezia|1588.0|||0
1897028|1896923|Giovanni di Giovanni Andrea Radini (da Sorisole, scortegador)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1576.0||1576.0|||arrivo_venezia|1576.0|||0
1897273|1897166|Cristoforo di Corrado Nigris (da Brunico, pistor)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1582.0||1582.0|||arrivo_venezia|1582.0|||0
1897347|1897325|Pietro di Adamo Puppi (dalla Carnia, fustagner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1585.0||1585.0|||arrivo_venezia|1585.0|||0
1899926|1899878|Bernardo di Costantino (padovano, barcariol)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1583.0||1583.0|||arrivo_venezia|1583.0|||0
1899851|1899790|Natalino di Ambrosio Zanella (da Roncadelle, mariner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1584.0||1584.0|||arrivo_venezia|1584.0|||0
1899669|1764519|Paolo di Bernardo (da Rivoltella, murer)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1571.0||1571.0|||arrivo_venezia|1571.0|||0
1899625|1899600|Paolo di Giuseppe Trina (da Lonato, murer)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1583.0||1583.0|||arrivo_venezia|1583.0|||0
1899500|1899409|Adriana di Aurelio pescador (da Sacile), moglie di Valentino passamaner|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1582.0||1582.0|||arrivo_venezia|1582.0|||0
1899335|1899321|Marco di Valerio (da Sacile, mariner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1582.0||1582.0|||arrivo_venezia|1582.0|||0
1899158|1899138|Francesco di Geronimo Bochina (da Cherso, fante)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1576.0||1576.0|||arrivo_venezia|1576.0|||0
1898888|1898692|Sebastiano di Angelo (da Motta di Livenza, barcariol)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1587.0||1587.0|||arrivo_venezia|1587.0|||0
1898854|1898813|Francesco di Battista Brusca (da Cittadella, burchier)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1582.0||1582.0|||arrivo_venezia|1582.0|||0
1898765|1898606|Caterina di Battista Marchi (da Marostica)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1578.0||1578.0|||arrivo_venezia|1578.0|||0
1898478|1898249|Pietro Martire Mazzini (dal Lago di Como, tamiser)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1586.0||1586.0|||arrivo_venezia|1586.0|||0
1898132|1897872|Giulio di Alessandro Carcani (milanese, copista)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1592.0||1592.0|||arrivo_venezia|1592.0|||0
1897960|1897892|Daria (pugliese, massera)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1581.0||1581.0|||arrivo_venezia|1581.0|||0
1897688|1897436|Pietro di Giovanni Zero (da Clusone, frutariol)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1584.0||1584.0|||arrivo_venezia|1584.0|||0
1897528|1897460|Andrea di Francesco Lazzaroni (da Bracca, frutariol)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1577.0||1577.0|||arrivo_venezia|1577.0|||0
1894906|1894794|Antonio di Francesco Paganotto (da Montagnana)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1585.0||1585.0|||arrivo_venezia|1585.0|||0
1890518|1890493|Mario di Valerio Ferretti (da Vicenza)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1575.0||1575.0|||arrivo_venezia|1575.0|||0
1894514|1894323|Cipriano di Graziadio Follis (da Muscoline, murer)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1581.0||1581.0|||arrivo_venezia|1581.0|||0
1893918|1893898|Giuseppe di Battista Sandini (da Spilimbergo, terazzer)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1586.0||1586.0|||arrivo_venezia|1586.0|||0
1891552|1891532|Anna di Giacomo Serut (da Villafredda)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1585.0||1585.0|||arrivo_venezia|1585.0|||0
1891478|1891459|Daniele di Nicolò (da Meduna, conzacurami)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1570.0||1570.0|||arrivo_venezia|1570.0|||0
1891446|1891421|Giacomo di Gregorio Del Bras (da Meduna, conzacurami)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1576.0||1576.0|||arrivo_venezia|1576.0|||0
1891407|1891381|Giovanni di Pietro De Blanchis (da Tramonti. conzacurami)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1582.0||1582.0|||arrivo_venezia|1582.0|||0
1891295|1891270|Valerio di Luciano Rova (cadore, favro)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1583.0||1583.0|||arrivo_venezia|1583.0|||0
1891120|1891095|Manolo di Gregorio Gregoro (greco)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1591.0||1591.0|||arrivo_venezia|1591.0|||0
1891597|1891577|Antonio di Andrea Pizzino (friulano)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1591.0||1591.0|||arrivo_venezia|1591.0|||0
1891041|1891016|Tito di Matteo Baldigara (de Venezia, nodaro)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1594.0||1594.0|||arrivo_venezia|1594.0|||0
1890926|1890902|Maffeo di Maffeo Bonaldi (bergamasco, laner)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1573.0||1573.0|||arrivo_venezia|1573.0|||0
1890894|1725989|Giovanni di Francesco Benti (bergamasco, verghezin)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1584.0||1584.0|||arrivo_venezia|1584.0|||0
1890826|1890801|Domenico di Gaspare Mattenzi (da Monfalcone, samiter)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1587.0||1587.0|||arrivo_venezia|1587.0|||0
1890787|1890762|Pietro di Battista Pasotti (bergamasco, samiter)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1576.0||1576.0|||arrivo_venezia|1576.0|||0
1890704|1890684|Giuliano di Battista Lega (da Frassenè)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1594.0||1594.0|||arrivo_venezia|1594.0|||0
1890672|1890647|Simone di Girolamo Da Campo (da Frassenè, tentor)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1591.0||1591.0|||arrivo_venezia|1591.0|||0
1890964|1890939|Antonio di Bartolomeo Cornaccioli (bergamasco, verghezin)|Venezia IT (209678)|Città|45.43713|12.33265|Abitazione|1588.0||1588.0|||arrivo_venezia|1588.0|||0
